DatetimeIndex,open,high,low,close
2010-04-29,5215.25,5264.75,5214.80,5254.15
2010-04-30,5254.20,5294.80,5254.20,5278.00
2010-05-03,5278.40,5278.70,5210.05,5222.75
2010-05-04,5223.90,5250.15,5134.85,5148.50
2010-05-05,5148.35,5148.35,5056.50,5124.90
2010-05-06,5124.40,5124.90,5037.75,5090.85
2010-05-07,5072.30,5085.65,4984.60,5018.05
2010-05-10,5026.60,5203.30,5026.60,5193.60
2010-05-11,5189.75,5206.70,5126.50,5136.15
2010-05-12,5133.75,5172.85,5098.80,5156.65
2010-05-13,5157.55,5212.70,5147.95,5178.90
2010-05-14,5180.55,5192.75,5070.95,5093.50
2010-05-17,5093.90,5094.55,4966.25,5059.90
2010-05-18,5059.55,5105.20,5024.25,5066.20
2010-05-19,5065.10,5065.10,4908.15,4919.65
2010-05-20,4924.30,4980.25,4924.30,4947.60
2010-05-21,4946.70,4946.70,4842.30,4931.15
2010-05-24,4944.30,5029.55,4923.45,4943.95
2010-05-25,4945.30,4946.60,4786.45,4806.75
2010-05-26,4807.30,4925.45,4807.30,4917.40
2010-05-27,4915.15,5016.60,4897.60,5003.10
2010-05-28,5005.60,5077.25,5005.60,5066.55
2010-05-31,5076.10,5097.60,5038.55,5086.30
2010-06-01,5086.25,5086.95,4961.05,4970.20
2010-06-02,4970.75,5031.20,4967.05,5019.85
2010-06-03,5020.15,5125.70,5020.15,5110.50
2010-06-04,5112.60,5147.90,5091.60,5135.50
2010-06-07,5132.95,5132.95,5004.25,5034.00
2010-06-08,5036.70,5071.35,4967.30,4987.10
2010-06-09,4985.05,5050.60,4980.10,5000.30
2010-06-10,4999.60,5085.20,4997.60,5078.60
2010-06-11,5078.75,5139.05,5078.75,5119.35
2010-06-14,5120.15,5201.25,5120.15,5197.70
2010-06-15,5201.30,5231.45,5171.05,5222.35
2010-06-16,5225.05,5255.65,5214.90,5233.35
2010-06-17,5233.65,5285.55,5206.55,5274.85
2010-06-18,5274.95,5302.30,5245.50,5262.60
2010-06-21,5266.50,5366.75,5266.50,5353.30
2010-06-22,5353.95,5354.35,5311.05,5316.55
2010-06-23,5316.15,5333.30,5288.15,5323.15
2010-06-24,5323.25,5348.30,5284.55,5320.60
2010-06-25,5320.50,5320.50,5259.90,5269.05
2010-06-28,5271.10,5339.45,5270.75,5333.50
2010-06-29,5333.55,5334.15,5235.80,5256.15
2010-06-30,5254.25,5320.35,5210.00,5312.50
2010-07-01,5312.05,5312.55,5232.10,5251.40
2010-07-02,5251.25,5277.25,5225.60,5237.10
2010-07-05,5237.00,5252.75,5225.85,5235.90
2010-07-06,5236.10,5297.45,5231.50,5289.05
2010-07-07,5293.10,5296.75,5233.45,5241.10
2010-07-08,5242.00,5320.50,5242.00,5296.85
2010-07-09,5297.20,5359.05,5297.20,5352.45
2010-07-12,5352.25,5402.70,5351.60,5383.00
2010-07-13,5370.20,5406.20,5357.85,5400.65
2010-07-14,5402.00,5453.45,5371.70,5386.15
2010-07-15,5387.10,5399.20,5360.60,5378.75
2010-07-16,5376.65,5401.35,5374.40,5393.90
2010-07-19,5392.70,5409.10,5361.50,5386.45
2010-07-20,5387.00,5416.45,5353.60,5368.00
2010-07-21,5368.85,5409.10,5368.85,5399.35
2010-07-22,5399.15,5447.15,5372.20,5441.95
2010-07-23,5441.90,5477.50,5435.15,5449.10
2010-07-26,5446.55,5466.25,5409.20,5418.60
2010-07-27,5420.20,5450.95,5407.20,5430.60
2010-07-28,5436.10,5447.85,5386.25,5397.55
2010-07-29,5397.85,5415.85,5381.55,5408.90
2010-07-30,5408.40,5413.25,5349.20,5367.60
2010-08-02,5369.55,5438.85,5351.30,5431.65
2010-08-03,5432.50,5459.20,5426.40,5439.55
2010-08-04,5441.35,5481.90,5428.40,5467.85
2010-08-05,5470.15,5487.15,5443.10,5447.10
2010-08-06,5448.25,5471.90,5431.35,5439.25
2010-08-09,5439.80,5492.30,5433.25,5486.15
2010-08-10,5486.80,5491.45,5445.35,5460.70
2010-08-11,5460.70,5474.60,5412.00,5420.60
2010-08-12,5418.70,5431.10,5372.45,5416.45
2010-08-13,5420.65,5476.50,5415.50,5452.10
2010-08-16,5452.10,5465.25,5397.40,5418.30
2010-08-17,5422.15,5443.55,5408.80,5414.15
2010-08-18,5416.25,5487.95,5416.25,5479.15
2010-08-19,5478.25,5544.70,5478.10,5540.20
2010-08-20,5540.80,5546.60,5513.35,5530.65
2010-08-23,5531.15,5549.80,5519.40,5543.50
2010-08-24,5541.10,5547.25,5488.45,5505.10
2010-08-25,5505.30,5506.15,5452.55,5462.35
2010-08-26,5462.10,5486.55,5454.70,5477.90
2010-08-27,5489.60,5495.20,5391.95,5408.70
2010-08-30,5408.90,5469.00,5390.35,5415.45
2010-08-31,5413.55,5413.90,5348.90,5402.40
2010-09-01,5403.05,5478.60,5403.05,5471.85
2010-09-02,5471.90,5513.95,5471.85,5486.15
2010-09-03,5486.30,5510.40,5473.65,5479.40
2010-09-06,5479.55,5589.40,5479.55,5576.95
2010-09-07,5575.90,5625.50,5571.65,5604.00
2010-09-08,5604.25,5625.30,5567.75,5607.85
2010-09-09,5608.30,5647.45,5608.10,5640.05
2010-09-13,5639.20,5770.60,5639.20,5760.00
2010-09-14,5760.30,5838.45,5760.30,5795.55
2010-09-15,5795.25,5869.45,5792.20,5860.95
2010-09-16,5861.10,5901.65,5815.80,5828.70
2010-09-17,5828.70,5898.40,5828.70,5884.95
2010-09-20,5885.05,5989.50,5885.05,5980.45
2010-09-21,5980.50,6032.80,5961.85,6009.05
2010-09-22,6008.40,6037.40,5946.45,5991.00
2010-09-23,5991.05,6006.80,5932.40,5959.55
2010-09-24,5959.45,6029.10,5951.20,6018.30
2010-09-27,6018.30,6073.50,6018.30,6035.65
2010-09-28,6036.05,6049.80,5991.30,6029.50
2010-09-29,6029.15,6071.55,5979.65,5991.30
2010-09-30,5991.35,6048.45,5963.60,6029.95
2010-10-01,6030.30,6153.10,6030.30,6143.40
2010-10-04,6144.70,6222.10,6144.70,6159.45
2010-10-05,6159.45,6188.35,6118.05,6145.80
2010-10-06,6150.95,6223.40,6148.60,6186.45
2010-10-07,6186.85,6199.45,6107.50,6120.30
2010-10-08,6121.40,6148.60,6067.00,6103.45
2010-10-11,6105.95,6187.75,6105.95,6135.85
2010-10-12,6135.95,6144.95,6057.95,6090.90
2010-10-13,6091.45,6240.25,6089.75,6233.90
2010-10-14,6234.30,6284.10,6157.90,6177.35
2010-10-15,6175.90,6200.60,6050.35,6062.65
2010-10-18,6112.75,6115.10,5985.10,6075.95
2010-10-19,6114.45,6127.05,6008.15,6027.30
2010-10-20,6002.95,6038.10,5966.75,5982.10
2010-10-21,6008.90,6113.50,5984.90,6101.50
2010-10-22,6113.40,6121.10,6041.35,6066.05
2010-10-25,6101.25,6151.30,6094.60,6105.80
2010-10-26,6116.30,6120.25,6074.65,6082.00
2010-10-27,6075.45,6075.95,5987.55,6012.65
2010-10-28,6039.95,6071.10,5968.10,5987.70
2010-10-29,6021.15,6032.65,5937.10,6017.70
2010-11-01,6092.30,6132.40,6084.75,6117.55
2010-11-02,6127.55,6138.10,6094.40,6119.00
2010-11-03,6150.60,6182.50,6146.80,6160.50
2010-11-04,6209.60,6290.15,6199.35,6281.80
2010-11-08,6335.25,6335.90,6265.35,6273.20
2010-11-09,6281.00,6310.90,6243.55,6301.55
2010-11-10,6303.20,6307.65,6269.25,6275.70
2010-11-11,6286.35,6296.55,6179.50,6194.25
2010-11-12,6182.30,6202.50,6056.75,6071.65
2010-11-15,6079.90,6128.75,6039.40,6121.60
2010-11-16,6143.45,6144.05,5970.60,5988.70
2010-11-18,6075.95,6076.20,5906.75,5998.80
2010-11-19,6011.30,6013.25,5863.95,5890.30
2010-11-22,5920.90,6020.25,5905.15,6010.00
2010-11-23,5971.55,5973.35,5824.95,5934.75
2010-11-24,5946.80,5976.65,5833.60,5865.75
2010-11-25,5883.95,5907.10,5780.35,5799.75
2010-11-26,5828.55,5838.50,5690.35,5751.95
2010-11-29,5789.95,5843.15,5754.70,5830.00
2010-11-30,5811.60,5892.25,5768.35,5862.70
2010-12-01,5871.00,5971.00,5865.55,5960.90
2010-12-02,6023.05,6029.50,5980.60,6011.70
2010-12-03,6013.35,6025.40,5964.25,5992.80
2010-12-06,6033.65,6069.45,5981.70,5992.25
2010-12-07,5995.05,6001.00,5939.70,5976.55
2010-12-08,5954.40,5960.00,5878.60,5903.70
2010-12-09,5924.25,5927.30,5742.30,5766.50
2010-12-10,5761.00,5865.50,5721.15,5857.35
2010-12-13,5882.65,5913.80,5795.90,5907.65
2010-12-14,5928.70,5953.95,5888.75,5944.10
2010-12-15,5931.15,5942.75,5865.80,5892.30
2010-12-16,5910.55,5956.15,5855.05,5948.75
2010-12-20,5926.85,5985.00,5900.25,5947.05
2010-12-21,5960.40,6007.45,5960.05,6000.65
2010-12-22,6019.00,6023.80,5958.00,5984.40
2010-12-23,6005.90,6006.45,5964.60,5980.00
2010-12-24,5940.25,6017.35,5940.25,6011.60
2010-12-27,6013.30,6045.75,5991.10,5998.10
2010-12-28,6005.35,6010.90,5982.25,5996.00
2010-12-29,6005.15,6067.55,6002.85,6060.35
2010-12-30,6062.35,6106.40,6062.35,6101.85
2010-12-31,6105.10,6147.30,6103.55,6134.50
2011-01-03,6177.45,6178.55,6147.20,6157.60
2011-01-04,6172.75,6181.05,6124.40,6146.35
2011-01-05,6141.35,6141.35,6062.35,6079.80
2011-01-06,6107.00,6116.15,6022.30,6048.25
2011-01-07,6030.90,6051.20,5883.60,5904.60
2011-01-10,5901.30,5907.25,5740.95,5762.85
2011-01-11,5767.95,5842.60,5698.20,5754.10
2011-01-12,5800.05,5874.20,5711.30,5863.25
2011-01-13,5850.75,5857.75,5736.70,5751.90
2011-01-14,5752.10,5833.65,5639.65,5654.55
2011-01-17,5648.80,5696.15,5624.15,5654.75
2011-01-18,5682.55,5730.50,5671.25,5724.05
2011-01-19,5737.35,5747.65,5662.55,5691.05
2011-01-20,5656.00,5729.45,5634.50,5711.60
2011-01-21,5692.05,5717.55,5674.50,5696.50
2011-01-24,5717.10,5756.00,5697.75,5743.25
2011-01-25,5763.30,5801.55,5680.65,5687.40
2011-01-27,5725.30,5726.10,5594.95,5604.30
2011-01-28,5614.00,5614.40,5459.55,5512.15
2011-01-31,5452.55,5526.85,5416.65,5505.90
2011-02-01,5537.30,5539.15,5402.00,5417.20
2011-02-02,5469.55,5490.60,5415.65,5432.00
2011-02-03,5430.45,5532.65,5418.00,5526.75
2011-02-04,5519.90,5556.30,5369.05,5395.75
2011-02-07,5430.15,5440.35,5376.95,5396.00
2011-02-08,5432.35,5432.35,5303.40,5312.55
2011-02-09,5293.05,5339.45,5225.65,5253.55
2011-02-10,5246.05,5272.60,5196.80,5225.80
2011-02-11,5219.65,5319.45,5177.70,5310.00
2011-02-14,5340.25,5463.80,5340.25,5456.00
2011-02-15,5467.75,5506.50,5408.35,5481.00
2011-02-16,5467.60,5504.80,5460.35,5481.70
2011-02-17,5501.70,5553.00,5463.40,5546.45
2011-02-18,5557.55,5599.25,5441.95,5458.95
2011-02-21,5456.60,5526.25,5413.10,5518.60
2011-02-22,5504.40,5519.45,5437.30,5469.20
2011-02-23,5452.45,5495.20,5427.55,5437.35
2011-02-24,5408.75,5423.40,5242.50,5262.70
2011-02-25,5321.05,5338.20,5232.75,5303.55
2011-02-28,5330.15,5477.00,5308.60,5333.25
2011-03-01,5382.00,5533.05,5373.55,5522.30
2011-03-03,5478.45,5570.75,5468.25,5536.20
2011-03-04,5586.20,5608.20,5524.10,5538.75
2011-03-07,5490.05,5491.25,5408.45,5463.15
2011-03-08,5466.10,5530.55,5464.75,5520.80
2011-03-09,5542.40,5563.30,5477.45,5531.00
2011-03-10,5516.10,5516.30,5468.45,5494.40
2011-03-11,5456.15,5502.70,5411.55,5445.45
2011-03-14,5436.50,5537.30,5434.25,5531.50
2011-03-15,5420.00,5497.85,5373.65,5449.65
2011-03-16,5475.95,5535.10,5475.95,5511.15
2011-03-17,5455.40,5510.05,5435.30,5446.65
2011-03-18,5475.35,5483.05,5366.40,5373.70
2011-03-21,5408.75,5413.30,5348.20,5364.75
2011-03-22,5390.85,5428.15,5376.15,5413.85
2011-03-23,5411.40,5484.95,5401.95,5480.25
2011-03-24,5501.80,5529.00,5496.10,5522.40
2011-03-25,5588.65,5667.10,5560.95,5654.25
2011-03-28,5645.25,5709.10,5643.20,5687.25
2011-03-29,5686.50,5770.35,5680.70,5736.35
2011-03-30,5755.80,5803.15,5753.90,5787.65
2011-03-31,5803.05,5872.00,5778.65,5833.75
2011-04-01,5835.00,5860.20,5810.40,5826.05
2011-04-04,5842.00,5918.70,5833.20,5908.45
2011-04-05,5923.85,5928.65,5855.85,5910.05
2011-04-06,5908.00,5944.45,5868.80,5891.75
2011-04-07,5888.55,5906.10,5866.25,5885.70
2011-04-08,5886.75,5926.95,5822.00,5842.00
2011-04-11,5805.35,5830.30,5777.90,5785.70
2011-04-13,5747.95,5923.60,5735.55,5911.50
2011-04-15,5898.75,5907.35,5806.45,5824.55
2011-04-18,5824.35,5897.90,5722.25,5729.10
2011-04-19,5716.00,5762.95,5693.25,5740.75
2011-04-20,5786.05,5857.35,5759.65,5851.65
2011-04-21,5882.85,5912.90,5864.35,5884.70
2011-04-25,5859.60,5906.60,5857.00,5874.50
2011-04-26,5876.85,5893.20,5791.55,5868.40
2011-04-27,5884.20,5892.35,5819.95,5833.90
2011-04-28,5851.35,5856.40,5776.95,5785.45
2011-04-29,5782.50,5804.30,5706.05,5749.50
2011-05-02,5766.90,5775.25,5687.70,5701.30
2011-05-03,5689.70,5710.80,5554.85,5565.25
2011-05-04,5567.70,5578.80,5503.00,5537.15
2011-05-05,5531.60,5560.30,5443.65,5459.85
2011-05-06,5477.65,5564.40,5472.45,5551.45
2011-05-09,5575.20,5586.05,5502.40,5551.10
2011-05-10,5555.55,5592.90,5514.55,5541.25
2011-05-11,5547.20,5574.70,5525.00,5565.05
2011-05-12,5537.80,5572.50,5476.30,5486.15
2011-05-13,5492.35,5605.00,5472.15,5544.75
2011-05-16,5541.70,5541.80,5487.65,5499.00
2011-05-17,5496.10,5523.85,5421.05,5438.95
2011-05-18,5448.20,5460.50,5401.25,5420.60
2011-05-19,5448.15,5452.60,5411.25,5428.10
2011-05-20,5450.65,5517.55,5432.75,5486.35
2011-05-23,5456.70,5456.70,5373.00,5386.55
2011-05-24,5385.10,5422.60,5367.45,5394.85
2011-05-25,5389.10,5389.10,5328.70,5348.95
2011-05-26,5372.75,5422.20,5356.35,5412.35
2011-05-27,5413.70,5485.80,5413.60,5476.10
2011-05-30,5493.75,5509.30,5458.60,5473.10
2011-05-31,null,null,null,null
2011-06-01,5561.05,5597.35,5559.45,5592.00
2011-06-02,5529.90,5568.20,5521.95,5550.35
2011-06-03,5565.70,5604.95,5507.20,5516.75
2011-06-06,5504.30,5542.65,5479.85,5532.05
2011-06-07,5509.15,5570.10,5507.80,5556.15
2011-06-08,5535.25,5556.60,5514.90,5526.85
2011-06-09,5523.55,5540.10,5502.05,5521.05
2011-06-10,5518.05,5521.45,5457.45,5485.80
2011-06-13,5469.85,5496.70,5436.95,5482.80
2011-06-14,5485.60,5520.15,5484.20,5500.50
2011-06-15,5494.45,5499.35,5438.95,5447.50
2011-06-16,5419.65,5447.50,5389.80,5396.75
2011-06-17,5412.50,5421.15,5355.85,5366.40
2011-06-20,5372.20,5377.40,5195.90,5257.90
2011-06-21,5280.80,5322.45,5257.00,5275.85
2011-06-22,5304.65,5310.50,5262.50,5278.30
2011-06-23,5269.10,5330.60,5252.25,5320.00
2011-06-24,5343.40,5477.85,5343.40,5471.25
2011-06-27,5441.20,5552.65,5434.25,5526.60
2011-06-28,5548.85,5558.30,5496.35,5545.30
2011-06-29,5566.50,5608.65,5566.50,5600.45
2011-06-30,5614.50,5657.90,5606.10,5647.40
2011-07-01,5705.75,5705.80,5609.75,5627.20
2011-07-04,5679.55,5679.65,5633.10,5650.50
2011-07-05,5659.85,5659.85,5612.30,5632.10
2011-07-06,5622.70,5655.40,5610.75,5625.45
2011-07-07,5633.35,5737.15,5632.95,5728.95
2011-07-08,5734.65,5740.40,5651.05,5660.65
2011-07-11,5648.05,5652.90,5601.70,5616.10
2011-07-12,5556.90,5580.25,5496.95,5526.15
2011-07-13,5542.05,5596.15,5541.40,5585.45
2011-07-14,null,null,null,null
2011-07-15,5602.95,5631.70,5562.75,5581.10
2011-07-18,5581.75,5596.60,5550.95,5567.05
2011-07-19,5569.85,5627.65,5557.20,5613.55
2011-07-20,5642.05,5645.40,5555.10,5567.05
2011-07-21,5554.60,5578.90,5532.70,5541.60
2011-07-22,5576.95,5642.20,5567.10,5633.95
2011-07-25,5633.80,5700.55,5616.70,5680.30
2011-07-26,5688.45,5702.25,5560.15,5574.85
2011-07-27,5588.55,5591.70,5521.50,5546.80
2011-07-28,5492.40,5512.10,5475.65,5487.75
2011-07-29,5479.00,5520.30,5453.95,5482.00
2011-08-01,5527.50,5551.90,5486.45,5516.80
2011-08-02,5493.20,5496.30,5433.65,5456.55
2011-08-03,5402.00,5422.60,5378.85,5404.80
2011-08-04,5412.40,5434.50,5323.15,5331.80
2011-08-05,5204.35,5229.65,5116.45,5211.25
2011-08-08,5083.85,5204.20,5054.05,5118.50
2011-08-09,4947.90,5167.00,4946.45,5072.85
2011-08-10,5196.55,5197.95,5123.35,5161.00
2011-08-11,5128.00,5184.95,5121.00,5138.30
2011-08-12,5194.40,5194.45,5053.35,5072.95
2011-08-16,5125.75,5132.20,5015.40,5035.80
2011-08-17,5030.30,5112.15,5017.25,5056.60
2011-08-18,5077.95,5078.60,4932.15,4944.15
2011-08-19,4859.30,4893.60,4796.10,4845.65
2011-08-22,4843.70,4910.05,4808.75,4898.80
2011-08-23,4925.15,4965.80,4863.80,4948.90
2011-08-24,4934.35,4962.40,4875.30,4888.90
2011-08-25,4914.65,4915.85,4825.05,4839.60
2011-08-26,4839.25,4872.00,4720.00,4747.80
2011-08-29,4806.20,4934.40,4806.05,4919.60
2011-08-30,4973.25,5016.25,4927.55,5001.00
2011-09-02,5109.80,5113.70,4993.35,5040.00
2011-09-05,4998.90,5030.30,4964.45,5017.20
2011-09-06,4993.35,5072.90,4942.90,5064.30
2011-09-07,5080.15,5154.50,5076.30,5124.65
2011-09-08,5139.20,5169.25,5098.25,5153.25
2011-09-09,5161.30,5163.75,5046.80,5059.45
2011-09-12,4981.70,4985.60,4911.25,4946.80
2011-09-13,4977.80,5030.15,4911.05,4940.95
2011-09-14,4965.05,5026.15,4917.40,5012.55
2011-09-15,5062.35,5091.45,4967.45,5075.70
2011-09-16,5123.35,5143.60,5068.10,5084.25
2011-09-19,5068.40,5068.40,5019.25,5031.95
2011-09-20,5042.55,5149.90,5035.25,5140.20
2011-09-21,5153.75,5168.40,5109.85,5133.25
2011-09-22,5054.45,5059.85,4907.75,4923.65
2011-09-23,4873.75,4930.25,4829.60,4867.75
2011-09-26,4878.60,4879.80,4758.85,4835.40
2011-09-27,4905.15,4982.95,4905.15,4971.25
2011-09-28,5005.50,5006.05,4918.45,4945.90
2011-09-29,4924.20,5034.25,4906.00,5015.45
2011-09-30,4990.15,5025.55,4924.30,4943.25
2011-10-03,4874.40,4879.15,4823.90,4849.50
2011-10-04,4823.50,4869.75,4728.30,4772.15
2011-10-05,4791.30,4827.80,4741.00,4751.30
2011-10-07,4883.65,4922.60,4861.20,4888.05
2011-10-10,4886.85,4991.15,4882.05,4979.60
2011-10-11,5019.90,5045.10,4964.00,4974.35
2011-10-12,5011.20,5109.80,4997.65,5099.40
2011-10-13,5130.80,5136.95,5067.65,5077.85
2011-10-14,5057.35,5141.40,5056.60,5132.30
2011-10-17,5156.20,5160.20,5084.50,5118.25
2011-10-18,5049.45,5057.50,5011.05,5037.50
2011-10-19,5080.45,5148.05,5075.30,5139.15
2011-10-20,5086.55,5099.00,5033.95,5091.90
2011-10-21,5106.60,5120.75,5037.95,5049.95
2011-10-24,5114.70,5145.65,5084.75,5098.35
2011-10-25,5137.90,5211.00,5085.55,5191.60
2011-10-28,5341.90,5399.70,5322.80,5360.70
2011-10-31,5358.90,5360.25,5314.60,5326.60
2011-11-01,5278.60,5310.85,5238.30,5257.95
2011-11-02,5216.75,5300.10,5204.95,5258.45
2011-11-03,5241.55,5281.60,5201.85,5265.75
2011-11-04,5325.40,5326.45,5256.80,5284.20
2011-11-08,5292.25,5304.25,5252.00,5289.35
2011-11-09,5309.70,5317.50,5211.75,5221.05
2011-11-11,5159.75,5198.60,5142.25,5168.85
2011-11-14,5217.35,5228.90,5140.55,5148.35
2011-11-15,5131.20,5158.75,5052.85,5068.50
2011-11-16,5059.10,5065.20,4989.50,5030.45
2011-11-17,5027.10,5036.80,4919.45,4934.75
2011-11-18,4899.15,4915.90,4837.95,4905.80
2011-11-21,4873.80,4873.80,4764.80,4778.35
2011-11-22,4794.85,4854.00,4782.55,4812.35
2011-11-23,4779.50,4779.50,4640.95,4706.45
2011-11-24,null,null,null,null
2011-11-25,4731.30,4767.30,4693.10,4710.05
2011-11-28,4769.30,4859.10,4766.40,4851.30
2011-11-29,4864.20,4866.10,4787.10,4805.10
2011-11-30,4766.15,4851.55,4754.80,4832.05
2011-12-01,4970.85,5011.90,4916.70,4936.85
2011-12-02,4940.85,5062.55,4918.40,5050.15
2011-12-05,5036.50,5055.40,5002.55,5039.15
2011-12-07,5050.10,5099.25,5032.25,5062.60
2011-12-08,5037.40,5049.05,4921.45,4943.65
2011-12-09,4870.75,4918.35,4841.75,4866.70
2011-12-12,4906.85,4910.25,4755.55,4764.60
2011-12-13,4733.60,4824.70,4728.50,4800.60
2011-12-14,4788.70,4839.55,4750.40,4763.25
2011-12-15,4712.80,4768.65,4673.85,4746.35
2011-12-16,4752.50,4818.85,4628.20,4651.60
2011-12-19,4623.15,4623.15,4555.90,4613.10
2011-12-20,4635.80,4637.25,4531.15,4544.20
2011-12-21,4636.45,4707.35,4601.95,4693.15
2011-12-22,4636.90,4740.60,4632.95,4733.85
2011-12-23,4763.20,4763.45,4693.20,4714.00
2011-12-26,null,null,null,null
2011-12-27,4780.20,4800.50,4723.65,4750.50
2011-12-28,4756.20,4756.20,4685.65,4705.80
2011-12-29,4681.15,4701.80,4639.05,4646.25
2011-12-30,4659.95,4690.45,4608.90,4624.30
2012-01-02,null,null,null,null
2012-01-03,4675.80,4773.10,4675.80,4765.30
2012-01-04,4774.95,4782.85,4728.85,4749.65
2012-01-05,4749.00,4779.80,4730.15,4749.95
2012-01-06,4724.15,4794.90,4686.85,4754.10
2012-01-07,null,null,null,null
2012-01-09,4747.55,4758.70,4695.45,4742.80
2012-01-10,4771.85,4855.90,4768.25,4849.55
2012-01-11,4863.15,4877.20,4841.60,4860.95
2012-01-12,4840.95,4869.20,4803.90,4831.25
2012-01-13,4861.95,4898.85,4834.20,4866.00
2012-01-16,4844.00,4880.80,4827.05,4873.90
2012-01-17,4904.50,4975.55,4904.00,4967.30
2012-01-18,4977.75,4980.65,4931.05,4955.80
2012-01-19,4995.00,5023.80,4991.40,5018.40
2012-01-20,5044.85,5064.15,5004.30,5048.60
2012-01-23,5025.35,5059.55,5021.35,5046.25
2012-01-24,5064.80,5141.05,5049.80,5127.35
2012-01-25,5151.50,5174.15,5130.25,5158.30
2012-01-27,5216.75,5217.00,5162.40,5204.70
2012-01-30,5163.55,5166.15,5076.70,5087.30
2012-01-31,5125.25,5215.40,5120.15,5199.25
2012-02-01,5198.15,5244.60,5159.00,5235.70
2012-02-02,5272.10,5289.95,5225.75,5269.90
2012-02-03,5276.10,5334.85,5255.55,5325.85
2012-02-06,5379.45,5390.05,5327.25,5361.65
2012-02-07,5412.95,5413.35,5322.95,5335.15
2012-02-08,5343.80,5396.90,5325.20,5368.15
2012-02-09,5343.05,5423.40,5338.90,5412.35
2012-02-10,5399.80,5427.75,5341.05,5381.60
2012-02-13,5382.10,5421.05,5351.40,5390.20
2012-02-14,5380.80,5428.05,5377.95,5416.05
2012-02-15,5460.60,5542.10,5460.60,5531.95
2012-02-16,5513.75,5531.40,5483.75,5521.95
2012-02-17,5574.20,5606.70,5545.20,5564.30
2012-02-21,5561.90,5621.50,5561.75,5607.15
2012-02-22,5609.75,5629.95,5491.35,5505.35
2012-02-23,5490.05,5537.40,5460.80,5483.30
2012-02-24,5479.15,5521.40,5405.90,5429.30
2012-02-27,5448.10,5449.80,5268.15,5281.20
2012-02-28,5310.50,5391.10,5306.45,5375.50
2012-02-29,5424.95,5458.80,5352.25,5385.20
2012-03-01,5366.00,5372.45,5297.50,5339.75
2012-03-02,5369.45,5392.55,5315.05,5359.35
2012-03-03,null,null,null,null
2012-03-05,5342.55,5344.50,5265.70,5280.35
2012-03-06,5266.00,5382.05,5206.40,5222.40
2012-03-07,5207.05,5243.85,5171.45,5220.45
2012-03-09,5294.10,5342.30,5291.60,5333.55
2012-03-12,5420.10,5421.90,5327.30,5359.55
2012-03-13,5391.05,5438.65,5390.80,5429.50
2012-03-14,5490.55,5499.40,5437.80,5463.90
2012-03-15,5462.50,5462.50,5362.30,5380.50
2012-03-16,5380.35,5445.65,5305.00,5317.90
2012-03-19,5337.35,5340.70,5238.55,5257.05
2012-03-20,5257.15,5297.35,5233.25,5274.85
2012-03-21,5267.20,5372.35,5256.00,5364.95
2012-03-22,5361.10,5385.95,5205.65,5228.45
2012-03-23,5255.65,5312.00,5220.00,5278.20
2012-03-26,5274.35,5274.95,5174.90,5184.25
2012-03-27,5242.95,5277.95,5184.65,5243.15
2012-03-28,5231.70,5236.55,5169.60,5194.75
2012-03-29,5145.95,5194.30,5135.95,5178.85
2012-03-30,5206.60,5307.10,5203.65,5295.55
2012-04-02,5296.35,5331.55,5278.80,5317.90
2012-04-03,5353.20,5378.75,5344.45,5358.50
2012-04-04,5328.65,5338.40,5305.30,5322.90
2012-04-09,5282.50,5287.90,5228.00,5234.40
2012-04-10,5254.10,5255.80,5211.85,5243.60
2012-04-11,5209.45,5263.65,5190.80,5226.85
2012-04-12,5246.75,5290.60,5246.75,5276.85
2012-04-13,5255.70,5306.75,5185.40,5207.45
2012-04-16,5190.60,5233.50,5183.50,5226.20
2012-04-17,5266.60,5298.20,5208.35,5289.70
2012-04-18,5320.70,5342.00,5293.45,5300.00
2012-04-19,5320.60,5342.45,5291.30,5332.40
2012-04-20,5313.95,5336.15,5245.45,5290.85
2012-04-23,5277.40,5310.55,5187.15,5200.60
2012-04-24,5215.90,5232.35,5180.35,5222.65
2012-04-25,5222.20,5236.10,5160.65,5202.00
2012-04-26,5214.75,5215.60,5179.05,5189.00
2012-04-27,5189.00,5223.05,5154.30,5190.60
2012-04-30,5201.45,5262.15,5201.45,5248.15
2012-05-02,5254.30,5279.60,5226.45,5239.15
2012-05-03,5211.20,5217.30,5180.65,5188.40
2012-05-04,5166.65,5177.20,5070.60,5086.85
2012-05-07,5017.80,5124.75,4988.00,5114.15
2012-05-08,5114.70,5119.95,4983.60,4999.95
2012-05-09,4967.90,5016.25,4956.45,4974.80
2012-05-10,4984.15,5039.30,4950.30,4965.70
2012-05-11,4938.85,4976.25,4906.15,4928.90
2012-05-14,4934.35,4957.20,4874.50,4907.80
2012-05-15,4869.85,4955.20,4868.55,4942.80
2012-05-16,4875.30,4882.25,4837.05,4858.25
2012-05-17,4878.60,4922.25,4850.20,4870.20
2012-05-18,4796.40,4908.50,4788.95,4891.45
2012-05-21,null,null,null,null
2012-05-22,4954.70,4956.35,4849.90,4860.50
2012-05-23,4843.00,4853.75,4803.95,4835.65
2012-05-24,4863.40,4931.90,4830.15,4921.40
2012-05-25,4905.95,4935.80,4889.35,4920.40
2012-05-28,4931.70,4994.95,4931.30,4985.65
